summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or_opposite,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,violation_hour,is_weekend,day_category
1131626000,GMX1861,NY,PAS,2015-07-12,20,SDN,CHEVR,X,12940,41700,68290,20160210.0,114.0,114,968,213096,0968,0,0924A,Q,F,39-70,62ND STREET,0,408,C3,BBBBBBB,0  :,0  :,BLACK,0.0,2012,-,0,9,True,Weekend
1131626011,T625164C,NY,OMT,2015-07-12,19,SDN,LINCO,X,64790,28265,54102,20150930.0,103.0,103,968,213096,0968,0,0751A,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,0  :,0  :,GREEN,0.0,2007,-,0,7,True,Weekend
1131626023,GWV4388,NY,PAS,2015-07-07,17,SUBN,JEEP,X,47130,80030,41630,20170416.0,88.0,88,968,213096,0968,0,0723P,K,F,35,HANSON PLACE,0,408,C3,BBBBBBB,0  :,0  :,BLACK,0.0,2011,-,0,7,False,Weekday
1131626035,T625015C,NY,OMT,2015-07-13,19,SDN,TOYOT,X,64790,28265,54102,20160630.0,103.0,103,968,213096,0968,0,0419P,Q,F,93-02,SUTPHIN BLVD,0,408,C4,BBBBBBB,0  :,0  :,GREEN,0.0,2008,-,0,4,False,Weekday
1131626047,T645667C,NY,OMT,2015-07-13,19,SUBN,TOYOT,X,64790,28265,54102,20160228.0,103.0,103,968,213096,0968,0,0419P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,0  :,0  :,GREEN,0.0,2014,-,0,4,False,Weekday
1131626102,T661698C,NY,OMT,2015-07-13,19,SDN,TOYOT,X,64790,28265,54102,20151031.0,103.0,103,968,213096,0968,0,0536P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,0  :,0  :,GREEN,0.0,2014,-,0,5,False,Weekday
1131626114,T660194C,NY,OMT,2015-07-12,19,SDN,TOYOT,X,64790,28265,54102,20151130.0,103.0,103,968,213096,0968,0,0606P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,0  :,0  :,GREEN,0.0,2013,-,0,6,True,Weekend
1131626140,T647759C,NY,OMT,2015-07-04,19,SDN,TOYOT,X,64790,28265,54102,20160531.0,103.0,103,968,213096,0968,0,0240P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,0  :,0  :,GREEN,0.0,2009,-,0,2,True,Weekend
1131626163,T642248C,NY,OMT,2015-06-22,20,SDN,LINCO,X,64790,28265,54102,20151130.0,103.0,103,960,213093,0960,0,0753A,Q,F,9302,SUTPHIN BLVD,0,408,C,BBBBBBB,ALL,ALL,BLUE,0.0,2005,-,0,7,False,Weekday
1131626175,T669332C,NY,OMT,2015-06-22,20,SUBN,DODGE,X,64790,28265,54102,20160131.0,103.0,103,968,213096,0968,0,0801A,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,GREEN,0.0,2015,-,0,8,False,Weekday
1131626308,T655359C,NY,OMT,2015-06-11,20,SDN,LINCO,P,64790,28265,54102,20150630.0,103.0,103,968,213098,0968,0,0918A,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,WHITE,0.0,2004,-,0,9,False,Weekday
1131626310,GWA9193,NY,PAS,2015-06-29,17,SUBN,JEEP,X,23040,18290,28265,20170226.0,103.0,103,968,213098,0968,0,0954A,Q,O,91-10,146TH ST,0,408,C4,BBBBBBB,0  :,0  :,GREY,0.0,2011,-,0,9,False,Weekday
1131626321,T653433C,NY,OMT,2015-06-14,20,SUBN,FORD,P,64790,28265,54102,20160430.0,103.0,103,968,103620,0968,0,0217A,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,GRN,0.0,2009,-,0,2,True,Weekend
1131626333,T661116C,NY,OMT,2015-06-18,20,SDN,TOYOT,X,64790,28265,54102,20150930.0,103.0,103,968,103620,0968,0,0907P,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,GRN,0.0,2008,-,0,9,False,Weekday
1131626345,T657070C,NY,OMT,2015-06-12,20,SDN,FORD,P,64790,28265,54102,20150815.0,103.0,103,968,103620,0968,0,1107P,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,GRN,0.0,2005,-,0,11,False,Weekday
1131626357,T643178C,NY,OMT,2015-06-12,20,SDN,LINCO,P,64790,28265,54102,20160228.0,103.0,103,967,103620,0967,0,1125P,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,TAN,0.0,2004,-,0,11,False,Weekday
1131626394,T608079C,NY,OMT,2015-06-14,19,SDN,LINCO,P,64790,28265,54102,20160331.0,103.0,103,968,103620,0968,0,0132A,Q,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,ALL,ALL,BLK,0.0,2007,-,0,1,True,Weekend
1131626424,T655359C,NY,OMT,2015-06-25,20,SDN,LINCO,M,64790,28265,54102,20150630.0,103.0,103,968,103620,0968,0,0738P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,0  :,0  :,WHITE,0.0,2004,-,0,7,False,Weekday
1131626515,T66395C,NY,OMT,2015-06-13,19,VAN,CHEVR,P,64790,28265,54102,20160131.0,103.0,103,968,103620,0968,0,0952P,,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,ALL,ALL,,0.0,0,-,0,9,True,Weekend
1131626588,T639220C,NY,OMT,2015-07-01,20,SDN,NISSA,X,64790,28265,54102,20150731.0,103.0,103,968,2591,0968,0,1233A,Q,F,93-02,SUTPHIN BLVD,0,408,C4,BBBBBBB,0  :,0  :,GRN,0.0,2012,-,0,12,False,Weekday
1131626590,GNE4725,99,PAS,2015-07-01,20,SDN,CHEVR,X,64790,28265,54102,20160409.0,103.0,103,968,2591,0968,0,1225A,Q,F,93-01,SUTPHIN BLVD,0,408,D,BBBBBBB,0  :,0  :,RED,0.0,2014,-,0,12,False,Weekday
1131626606,GYL7654,NY,PAS,2015-07-13,20,SDN,TOYOT,X,64790,28265,54102,20170510.0,103.0,103,968,2591,0968,0,1227A,Q,F,93 02,SUTPHIN BLVD,0,408,D,BBBBBBB,0  :,0  :,WHI,0.0,1995,-,0,12,False,Weekday
1131626631,T639220C,NY,OMT,2015-07-01,19,SUBN,NISSA,X,64790,28265,54102,20150731.0,103.0,103,968,2591,0968,0,1239A,,F,93-02,SUTPHIN BLVD,0,408,D,BBBBBBB,0  :,0  :,GRN,0.0,2012,-,0,12,False,Weekday
1131626977,T665491C,NY,OMT,2015-06-08,19,SDN,TOYOT,P,64790,938,0,20160131.0,103.0,103,968,2663,0968,0,0859P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,ALL,ALL,GREEN,0.0,2010,-,0,8,False,Weekday
1131627064,T609575C,NY,OMT,2015-07-13,46,SDN,TOYOT,X,64790,28265,54102,20160531.0,103.0,103,968,213096,0968,0,0536P,Q,F,93-02,SUTPHIN BLVD,0,408,C3,BBBBBBB,0  :,0  :,GREEN,0.0,2011,-,0,5,False,Weekday
1131627313,T643946C,NY,OMT,2015-07-02,19,SDN,TOYOT,X,61090,59590,54580,20151130.0,109.0,109,968,86429,0968,0,1120P,Q,F,135-46,ROOSEVELT AVE,0,408,F1,BBBBBBB,0  :,0  :,YELLO,0.0,2012,-,0,11,False,Weekday
1132815034,GMB2915,NY,PAS,2015-06-09,46,SUBN,NISSA,P,42730,74730,87160,20160414.0,,0,0,942751,TDTF,0,0507P,K,O,2399,FULTON STREET,20150609,408,F1,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,5,False,Weekday
1132815046,T624337C,NY,PAS,2015-07-21,16,SDN,TOYOT,P,0,40404,40404,20160630.0,61.0,61,0,942751,TD34,0,0912P,K,F,1494,SHEAPSHEAD BAY,20150721,408,C,BBBBBBB,ALL,ALL,YELLO,0.0,2012,-,0,9,False,Weekday
1135044429,LJW33,NY,PAS,2015-07-13,67,SDN,BUICK,P,14080,67030,36180,20160129.0,63.0,63,63,941790,0063,0,1000A,K,F,3023,AVE J,0,408,D,BBBBBBB,ALL,ALL,GRAY,0.0,2003,-,0,10,False,Weekday
1135044430,GMT8714,NY,PAS,2015-07-14,67,SDN,HONDA,P,14030,36930,36980,20160305.0,63.0,63,63,941790,0063,0,0943A,K,F,4802,AVE I,0,408,F1,BBBBBBB,ALL,ALL,GREEN,0.0,1998,-,0,9,False,Weekday
1135044442,GNE4526,NY,PAS,2015-07-15,67,SDN,TOYOT,P,0,0,0,20160220.0,63.0,63,63,941790,0063,0,0940A,K,,,C/O E 45 ST,0,408,F7,BBBBBBB,ALL,ALL,BLACK,0.0,2008,-,0,9,False,Weekday
1135133372,T656897C,NY,OMT,2015-06-22,17,SDN,MERCU,X,0,0,0,20160131.0,1.0,1,972,418117,0972,0,0256P,NY,,,C/O WASHINGTON ST,0,408,D3,YYYYYBB,0700A,0700P,SILVE,0.0,2010,-,0,2,False,Weekday
1142068213,GSS8772,NY,PAS,2015-06-12,17,SUBN,VOLKS,P,44890,10510,14010,20161009.0,1.0,1,0,353374,LITF,0,1130A,,F,281,WEST BROADWAY,0,408,E9,BBBBBBB,ALL,ALL,GREY,0.0,2013,-,0,11,False,Weekday
1333841991,S83EJY,NJ,PAS,2015-07-12,14,SDN,HONDA,P,14610,19520,51320,0.0,45.0,45,0,346073,0NIC,0,0928P,BX,O,691,BRIDGE ST,0,408,C,BBBBBBB,0  :,0  :,GY,0.0,0,-,0,9,True,Weekend
1334081748,T655603C,NY,OMT,2015-07-02,9,SDN,LINCO,P,0,0,0,20150731.0,17.0,17,0,341295,0NIC,0,0505P,NY,,,W/S 1 AVE,0,408,E5,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,5,False,Weekday
1334146410,GCD2005,NY,PAS,2015-06-29,46,SDN,HONDA,P,0,40404,40404,20141008.0,49.0,49,49,946835,0049,0,0815P,BX,F,2145,CHURCH AVE,0,408,D1,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,8,False,Weekday
1334847435,GVS8426,NY,PAS,2016-06-18,24,SDN,LEXUS,H,0,40404,40404,20161228.0,23.0,23,976,101296,0976,0,0924A,NY,F,,METROPOLITAN HOSPITA,0,408,D5,BBBBBBB,0  :,0  :P,WH,0.0,2010,-,0,9,True,Weekend
1334851852,GBU9737,NY,PAS,2015-06-02,17,VAN,CHRYS,H,36510,10410,24690,0.0,32.0,32,978,100927,0978,0,1028A,NY,F,16,W 137,0,408,D1,YYYYYBB,0700A,0700P,RED,0.0,2008,-,0,10,False,Weekday
1334851864,H6205G,NJ,PAS,2015-06-02,17,SDN,ME/BE,H,36510,10410,24690,0.0,32.0,32,978,100927,0978,0,1030A,NY,F,16,W 137 ST,20150602,408,C4,YYYYYBB,0700A,0700P,BLACK,0.0,0,-,0,10,False,Weekday
1334851876,MD86942,NY,PAS,2015-06-12,14,SDN,TOYOT,H,36510,10410,24690,20151205.0,32.0,32,976,101268,0976,0,0125P,NY,O,67-69,W 137 ST,0,408,D5,BBBBBBB,0  :,0  :,BLACK,0.0,2014,-,0,1,False,Weekday
1334851890,GYB5543,NY,PAS,2015-06-12,17,SUBN,JEEP,H,36510,10410,24690,20150723.0,32.0,32,976,100832,0976,0,0839A,NY,O,5,W 137 ST,0,408,C4,YYBYYBB,0700A,0700P,BLUE,0.0,2012,-,0,8,False,Weekday
1334851906,U97DFE,NJ,PAS,2015-06-12,17,SUBN,BMW,H,36510,10410,24690,0.0,32.0,32,976,100832,0976,0,0845A,NY,O,9,W 137 ST,0,408,C4,YYYYYBB,0700A,0700P,BLACK,0.0,2011,-,0,8,False,Weekday
1334851918,GYA3920,NY,PAS,2015-06-12,17,SDN,HONDA,H,36510,10410,24690,20150717.0,32.0,32,976,100832,0976,0,1141A,NY,O,15,W 137 ST,0,408,C4,YYYYYBB,0700A,0700P,BLK,0.0,2015,-,0,11,False,Weekday
1334851920,GUW3419,NY,PAS,2015-07-13,17,SDN,ACURA,H,36510,10410,24690,20160622.0,32.0,32,976,101268,0976,0,0335P,NY,F,16,W 137 ST,0,408,C,YYYYYBB,0700A,0700P,BLUE,0.0,2005,-,0,3,False,Weekday
1334891709,GGZ6362,BC,PAS,2015-07-07,17,SDN,TOYOT,H,93830,64830,23330,20170602.0,71.0,71,976,100322,0976,0,0910A,K,F,444,WINTHROP STREET,0,408,D,BBBBBBB,0  :,0  :,BK,0.0,2013,-,0,9,False,Weekday
1334891722,GNP8470,NY,PAS,2015-07-07,17,SDN,BMW,H,0,40404,40404,20160515.0,71.0,71,976,100322,0976,0,0952A,K,F,451,CLARKSSON AVE,0,408,C4,BBBBBBB,0  :,0  :,BK,0.0,2009,-,0,9,False,Weekday
1334891734,GVU5266,NY,PAS,2015-07-07,17,SDN,TOYOT,H,26630,36630,12130,20170102.0,71.0,71,976,100322,0976,0,0942A,K,F,581,CLARKSON AVE,0,408,C4,BBBBBBB,0  :,0  :,BL,0.0,2015,-,0,9,False,Weekday
1334891746,T650772C,NY,OMT,2015-07-07,17,SDN,TOYOT,H,93830,64830,23330,20151031.0,71.0,71,976,100322,0976,0,0900A,K,F,444,WINTHROP ST,0,408,C4,BBBBBBB,0  :,0  :,GY,0.0,2014,-,0,9,False,Weekday
1334891758,YEX23B,NJ,PAS,2015-07-07,17,SDN,HONDA,H,0,40404,40404,0.0,71.0,71,976,100322,0976,0,0904A,K,F,444,WINTHROPT,0,408,C4,BBBBBBB,0  :,0  :,GN,0.0,0,-,0,9,False,Weekday
1334899563,GZU7318,GA,PAS,2015-07-07,17,SDN,HYUND,H,24240,16840,47390,20170701.0,107.0,107,976,100264,0976,0,0718P,Q,,82-68,164 ST,0,408,D,BBBBBBB,0  :,0  :,GREY,0.0,2005,-,0,7,False,Weekday
1334902379,GNV4495,NY,PAS,2015-06-17,20,SUBN,FIAT,H,0,40404,40404,20161107.0,107.0,107,976,100237,0976,0,1248P,Q,F,82-68,164 ST JAMAICA NY 11,0,408,D5,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,12,False,Weekday
1334903992,GGF2599,NY,PAS,2015-07-16,17,SDN,HYUND,H,26630,64830,36480,20160603.0,71.0,71,976,100939,0976,0,0920A,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,ALL,ALL,SILVE,0.0,2013,-,0,9,False,Weekday
1334904534,ZT848R,NJ,PAS,2015-07-07,20,SDN,HONDA,H,26630,36630,12130,0.0,71.0,71,976,100939,0976,0,0946A,K,F,581,CLARKSON AVE,0,408,D,BBBBBBB,0  :,0  :,BLACK,0.0,0,-,0,9,False,Weekday
1334904546,GLJ9241,NY,PAS,2015-07-02,17,SDN,ME/BE,X,26630,64830,36480,20160130.0,71.0,71,976,100939,0976,0,0855A,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,8,False,Weekday
1334904560,GRA6240,NY,PAS,2015-07-02,17,SUBN,TOYOT,X,26630,64830,36480,20161001.0,71.0,71,976,100939,0976,0,0855A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,GRAY,0.0,2007,-,0,8,False,Weekday
1334904571,GVS9153,NY,PAS,2015-07-02,17,SUBN,JEEP,X,26630,36530,36580,20161205.0,71.0,71,976,100939,0976,0,0845A,K,F,541,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,8,False,Weekday
1334904583,GMF2934,NY,PAS,2015-07-02,17,SDN,NISSA,X,93830,64830,23330,20160220.0,71.0,71,976,100939,0976,0,0837A,K,F,444,WINTHROP ST,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,8,False,Weekday
1334905873,GRG6982,NY,PAS,2015-07-01,27,VAN,DODGE,X,26630,0,0,0.0,71.0,71,976,101139,0976,0,1219P,,F,489,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0.0,2006,-,0,12,False,Weekday
1334907080,HLR5614,PA,PAS,2015-06-18,17,SDN,HYUND,H,26630,64830,36480,0.0,71.0,71,976,101136,0976,0,0915A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700P,BLACK,0.0,0,-,0,9,False,Weekday
1334907122,GPW1383,NY,PAS,2015-06-18,17,SUBN,SUBAR,H,0,40404,40404,20160427.0,71.0,71,976,101135,0976,0,0910A,K,F,451,CLARKSONN AVE,0,408,C4,BBBBBBB,0700A,0700P,BLUE,0.0,2014,-,0,9,False,Weekday
1334907134,GKU7423,NY,PAS,2015-06-18,17,SUBN,JEEP,H,0,40404,40404,20150927.0,71.0,71,0,101135,0000,0,0912A,K,F,451,CLARKSO  AVE,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,9,False,Weekday
1334907432,GWF3617,NY,PAS,2015-06-29,17,SUBN,HONDA,X,26630,64830,36480,20170318.0,71.0,71,976,101135,0976,0,0114P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700P,SILVE,0.0,2006,-,0,1,False,Weekday
1334907444,GYD470,NY,PAS,2015-07-08,20,SDN,NISSA,H,26630,64830,36480,20170506.0,,0,976,101135,0976,0,1220P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0  :,0  :,SILVE,0.0,2007,-,0,12,False,Weekday
1334907456,GWM3683,NY,PAS,2015-07-08,20,SDN,MAZDA,H,26630,64830,36480,20170326.0,71.0,71,976,101135,0976,0,1237P,K,F,451,CLARKSON AVE,0,408,D,BBYBBBB,0700A,0400P,BLACK,0.0,2011,-,0,12,False,Weekday
1334907470,GGK6543,NY,PAS,2015-07-08,20,SUBN,BMW,H,26630,64830,36480,20170609.0,71.0,71,976,101135,0976,0,0156P,K,F,451,CLARKSON AVE,0,408,F7,BBBBBBB,0  :,0  :,BLUE,0.0,2013,-,0,1,False,Weekday
1334907481,T651176C,NY,OMT,2015-07-08,17,SDN,LINCO,H,26630,64830,36480,20160228.0,71.0,71,976,101135,0976,0,0207P,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0  :,0  :,BLK,0.0,2010,-,0,2,False,Weekday
1334907493,GDX4160,NY,PAS,2015-07-08,20,SDN,BMW,H,26630,64830,36480,20170131.0,71.0,71,976,101135,0976,0,1215P,K,F,451,CLARKSON AVE,0,408,C4,BBYBBBB,0700A,0400P,WH,0.0,1999,-,0,12,False,Weekday
1334907500,G97FKT,NJ,PAS,2015-07-08,17,SUBN,DODGE,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0340P,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0  :,0  :,SILVE,0.0,0,-,0,3,False,Weekday
1334907523,GTJ4484,NY,PAS,2015-07-08,20,SDN,TOYOT,H,26630,64830,36480,20161201.0,71.0,71,976,101135,0976,0,0345P,K,F,451,CLARKSON AVE,0,408,D,BBYBBBB,0700A,0400P,GOLD,0.0,1998,-,0,3,False,Weekday
1334907559,GGS5041,NY,PAS,2015-07-08,20,SUBN,MAZDA,H,26630,64830,36480,20170701.0,71.0,71,976,101135,0976,0,0349P,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0  :,0  :,SILVE,0.0,2001,-,0,3,False,Weekday
1334907614,GUU818O,NY,PAS,2015-06-23,20,SUBN,MERCU,H,26630,64830,36480,20161029.0,71.0,71,976,101135,0976,0,0000P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0  :A,0  :A,BURGU,0.0,1997,-,0,0,False,Weekday
1334907640,GXG5327,NY,PAS,2015-06-27,20,SUBN,ACURA,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0843A,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0  :A,0  :A,GRAY,0.0,2012,-,0,8,True,Weekend
1334907651,GWM1862,NY,PAS,2015-06-28,17,SUBN,TOYOT,H,93830,64830,23330,20170317.0,71.0,71,976,101135,0976,0,0023P,K,F,444,WINTHROP ST,0,408,D,BBBBBBB,ALL,ALL,GRAY,0.0,2004,-,0,0,True,Weekend
1334907675,GJY8495,NY,PAS,2015-06-28,17,SDN,TOYOT,H,0,40404,40404,20150930.0,71.0,71,976,101135,0976,0,0241P,K,F,444,WINTHOP ST,0,408,C4,BBBBBBB,ALL,0  :A,SILVE,0.0,2004,-,0,2,True,Weekend
1334907687,GUM7176,NY,PAS,2015-06-28,17,SUBN,MERCU,H,0,40404,40404,20161023.0,71.0,71,976,101135,0976,0,0244P,K,F,444,WINTHOP ST,0,408,C4,BBBBBBB,0  :A,0  :A,RED,0.0,2003,-,0,2,True,Weekend
1334907705,GUK2613,NY,PAS,2015-06-28,17,SUBN,HONDA,H,93830,64830,23330,0.0,71.0,71,976,0,0976,0,0428P,K,F,444,WINTHROP ST,0,408,C4,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,4,True,Weekend
1334907717,GVR2291,NY,PAS,2015-06-23,17,SUBN,UNKNOWN,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0000P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700P,SILVE,0.0,2007,-,0,0,False,Weekday
1334907730,GJP8939,NY,PAS,2015-06-23,17,SUBN,HONDA,H,26630,64830,36480,20161220.0,71.0,71,976,101135,0976,0,1256P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700P,SILVE,0.0,2007,-,0,12,False,Weekday
1334907778,GHG3401,NY,PAS,2015-06-23,20,SUBN,HONDA,H,0,40404,40404,20170630.0,71.0,71,976,11135,0976,0,0644P,K,F,451,CLARKSO  AVE,0,408,C4,BBBBBBB,ALL,ALL,SILVE,0.0,2013,-,0,6,False,Weekday
1334907780,GBP8520,NY,PAS,2015-06-18,17,SDN,BMW,H,26630,64830,36480,20161008.0,71.0,71,976,0,0976,0,0941A,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0700A,0700P,BLAKC,0.0,2013,-,0,9,False,Weekday
1334907810,GKF2196,NY,PAS,2015-07-10,20,SDN,NISSA,H,26630,64830,36480,20161218.0,71.0,71,976,101135,0976,0,0239P,K,F,451,CLARKSON AVE,0,408,J3,BBBBBBB,0  :,0  :,BLUE,0.0,2012,-,0,2,False,Weekday
1334907821,V98ANV,NJ,PAS,2015-07-10,17,SDN,NISSA,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0324P,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0  :A,0  :P,GOLD,0.0,0,-,0,3,False,Weekday
1334907833,GGS6759,NY,PAS,2015-07-12,17,SDN,NISSA,H,93830,64830,23330,0.0,71.0,71,976,101135,0976,0,0400P,K,F,444,WINTHROP ST,0,408,C4,BBBBBBB,ALL,ALL,WHITE,0.0,2009,-,0,4,True,Weekend
1334907845,GVP4942,NY,PAS,2015-07-13,17,SDN,TOYOT,H,26630,64830,36480,20170203.0,71.0,71,976,101135,0976,0,0312P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,BLUE,0.0,2007,-,0,3,False,Weekday
1334907857,GRN6556,NY,PAS,2015-07-16,17,SUBN,NISSA,H,26630,64830,36480,20160601.0,71.0,71,976,101135,0976,0,1033A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700P,BLACK,0.0,2014,-,0,10,False,Weekday
1334907870,GGF2599,NY,PAS,2015-07-16,17,SDN,HYUND,H,26630,64830,36480,20160603.0,71.0,71,976,101135,0976,0,1046A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0  :A,0  :P,SILVE,0.0,2013,-,0,10,False,Weekday
1334907882,G35ETG,NJ,PAS,2015-07-17,17,SDN,TOYOT,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0843A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700P,GOLD,0.0,0,-,0,8,False,Weekday
1334907894,RFW33R,NJ,PAS,2015-07-13,17,SDN,SUBAR,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0837A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,8,False,Weekday
1334907900,GLS7732,NY,PAS,2015-07-13,17,SDN,BMW,H,26630,64830,36480,20160115.0,71.0,71,976,101135,0976,0,0903A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,0  :A,GRAY,0.0,2001,-,0,9,False,Weekday
1334907912,GYD1748,NY,PAS,2015-07-13,17,SUBN,INFIN,H,26630,64830,36480,20170514.0,71.0,71,976,101135,0976,0,0909A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,WH,0.0,2012,-,0,9,False,Weekday
1334907936,GTL1728,NY,PAS,2015-07-14,17,SDN,TOYOT,H,26630,64830,36480,20160817.0,71.0,71,976,101135,0976,0,0841A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,ALL,SILVE,0.0,2014,-,0,8,False,Weekday
1334907948,GNV8830,NY,PAS,2015-07-14,17,SUBN,CHEVR,H,26630,64830,36480,20160511.0,71.0,71,976,101135,0976,0,0844P,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,ALL,0  :A,BLACK,0.0,2014,-,0,8,False,Weekday
1334907950,GKM7166,NY,PAS,2015-07-14,20,SUBN,TOYOT,H,26630,64830,36480,20151013.0,71.0,71,976,101135,0976,0,0938A,,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0  :A,0  :A,GRAY,0.0,2013,-,0,9,False,Weekday
1334907973,VFX6925,VA,PAS,2015-07-14,20,SUBN,DODGE,H,26630,64830,36480,0.0,71.0,71,976,101135,0976,0,0109P,K,F,451,CLARKSON AVE,0,408,D,BBBBBBB,0  :A,0  :A,BLACK,0.0,0,-,0,1,False,Weekday
1334908801,GUU9603,NY,PAS,2015-07-17,17,SUBN,TOYOT,H,26630,64830,36480,20161228.0,71.0,71,976,101135,0976,0,0857A,K,F,451,CLARKSON AVE,0,408,C4,BBBBBBB,0700A,0700A,GRAY,0.0,2009,-,0,8,False,Weekday
1335089044,GUU9275,NY,PAS,2015-07-05,46,SDN,NISSA,P,24730,42730,13430,20161125.0,88.0,88,803,951923,0803,0,0510P,K,F,487,CARLTON AVE,0,408,J2,BBBBBBB,0  :,0  :,GY,0.0,2002,-,0,5,True,Weekend
1335102358,GWT7769,NY,PAS,2015-06-25,24,SDN,BUICK,P,56230,48430,13630,20170428.0,75.0,75,0,907097,PSA2,0,0310A,K,,,R/O 2630 LINDEN BLVD,0,408,D,BBBBBBB,ALL,ALL,SILVE,0.0,2010,-,0,3,False,Weekday
1335122941,GTS7239,NY,PAS,2015-06-22,62,SDN,MITSU,P,61030,44330,70930,20161109.0,75.0,75,824,952388,0824,0,1115P,K,,,S/O 340 MILLER AVENU,0,408,F1,BBBBBBB,0  :,0  :,BK,0.0,2005,-,0,11,False,Weekday
1335122953,GATTK7,CT,PAS,2015-06-12,46,SDN,FORD,X,74930,44530,63985,0.0,84.0,84,824,952388,0824,0,1053P,K,F,192,SANDS ST,0,408,E2,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,10,False,Weekday
1335130007,GJC9749,NY,PAS,2015-07-05,14,SUBN,SUZUK,P,91780,83630,20030,20151006.0,60.0,60,801,944448,0801,0,0603P,K,O,3028,W 29 ST,0,408,C,BBBBBBB,0  :,0  :,GRAY,0.0,2011,-,0,6,True,Weekend
