summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or_opposite,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,violation_hour,is_weekend,day_category
1363749869,GLI2972,NY,PAS,2015-07-09,71,SDN,HONDA,P,87330,69230,63030,20151121.0,88.0,88,301,361830,T301,0,0526P,K,O,153,VANDERBILT AVE,0,408,C3,BBBBBBB,ALL,ALL,WHITE,0.0,2001,-,0,5,False,Weekday
1363749882,GXC1954,NY,PAS,2015-07-09,62,SDN,LEXUS,P,40930,80430,72730,20170304.0,88.0,88,301,361830,T301,0,0620P,K,,295,FLATBUSH AVE,0,408,J3,BBBBBBB,ALL,ALL,BLACK,0.0,2002,-,0,6,False,Weekday
1363750069,GUR1707,NY,PAS,2015-07-09,75,SUBN,DODGE,P,38430,73690,67030,20161204.0,77.0,77,301,362245,T301,0,0240A,K,F,531,EASTERN PKWY,0,408,C,BBBBBBB,ALL,ALL,TEAL,0.0,2004,-,0,2,False,Weekday
1363750070,GFD7632,NY,PAS,2015-07-09,46,SDN,HYUND,P,69330,41930,18630,20170309.0,77.0,77,301,362245,T301,0,0304P,K,F,695,PARK PL,0,408,J5,BBBBBBB,ALL,ALL,GREY,0.0,2013,-,0,3,False,Weekday
1363750112,GRD2826,NY,PAS,2015-07-09,14,SDN,ACURA,P,73690,81430,80330,20160914.0,77.0,77,301,362245,T301,0,0410P,K,O,155,ROGERS AVE,0,408,C,YYYYYBB,0400P,0700P,GREEN,0.0,1996,-,0,4,False,Weekday
1363750203,WCF29T,NJ,PAS,2015-07-09,51,SDN,HONDA,P,13430,11850,12130,0.0,77.0,77,301,362245,T301,0,0622P,K,O,1509,ATLANTIC AVE,0,408,C,YBBBBBB,ALL,ALL,GREEN,0.0,0,-,0,6,False,Weekday
1363750239,XX691F,NJ,PAS,2015-07-15,78,DELV,HYUND,P,36030,14880,88830,0.0,61.0,61,802,341169,T802,0,0948P,K,O,2614,E 27 ST,0,408,D1,BBBBBBB,0900P,0500A,WH,0.0,0,-,0,9,False,Weekday
1363750240,GGM9262,NY,PAS,2015-07-15,46,SUBN,HONDA,P,36030,14730,14780,20170619.0,61.0,61,802,341169,T802,0,0959P,K,O,2328,E 27 ST,0,408,K6,BBBBBBB,ALL,ALL,BURG,0.0,2015,-,0,9,False,Weekday
1363750276,GWF2449,NY,PAS,2015-07-15,40,SDN,DODGE,P,0,0,0,20160930.0,61.0,61,802,341169,T802,0,1025P,K,,,N/S AVE V,0,408,K6,BBBBBBB,ALL,ALL,RD,0.0,2015,-,1,10,False,Weekday
1363750290,GNX1356,NY,PAS,2015-07-15,40,SDN,NISSA,P,20930,14730,14780,20160402.0,61.0,61,802,341169,T802,0,1038P,K,O,2321,BRAGG ST,0,408,K6,BBBBBBB,ALL,ALL,BK,0.0,2010,-,2,10,False,Weekday
1363750306,GKB6427,NY,PAS,2015-07-15,40,SDN,NISSA,P,0,0,0,20150813.0,61.0,61,802,341169,T802,0,1051P,K,,,S/S BROWN ST,0,408,E2,BBBBBBB,ALL,ALL,BK,0.0,2013,-,1,10,False,Weekday
1363750343,XF266X,NJ,PAS,2015-07-15,78,SUBN,FORD,P,0,0,0,0.0,61.0,61,802,341169,T802,0,1154P,,,,W/S E 36 ST,0,408,K6,BBBBBBB,0900P,0500A,WH,0.0,0,-,0,11,False,Weekday
1363750379,GWT3062,NY,PAS,2015-07-16,40,SDN,FORD,P,36930,14180,14230,20170322.0,69.0,69,802,341169,T802,0,1232A,K,F,1582,E 48 ST,0,408,K6,BBBBBBB,ALL,ALL,RD,0.0,2015,-,0,12,False,Weekday
1363750380,GCH2366,NY,PAS,2015-07-16,40,SUBN,ME/BE,P,36980,14080,14130,20161227.0,69.0,69,802,341169,T802,0,1243A,K,F,1422,E 49 ST,0,408,E2,BBBBBBB,ALL,ALL,BK,0.0,2002,-,0,12,False,Weekday
1363750392,VAZ8680,VA,PAS,2015-07-16,40,SDN,CHEVR,P,37080,14130,14180,0.0,69.0,69,802,341169,T802,0,1258A,,F,1454,E 52 ST,0,408,E2,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,12,False,Weekday
1363750410,GUX5564,NY,PAS,2015-07-16,70,SDN,FORD,P,14180,36180,36230,20141126.0,69.0,69,802,341169,T802,0,0145A,K,O,3124,AVE L,0,408,E2,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,1,False,Weekday
1363750422,GUX5564,NY,PAS,2015-07-16,14,SDN,FORD,P,14180,36180,36230,20141126.0,69.0,69,802,341169,T802,0,0146A,K,O,3124,AVE L,0,408,J3,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,1,False,Weekday
1363750434,GKM1700,NY,PAS,2015-07-13,40,SUBN,NISSA,P,47230,40404,40404,20151014.0,61.0,61,802,341169,T802,0,1109P,K,O,3047,HARING ST,0,408,C,BBBBBBB,ALL,ALL,RED,0.0,2014,-,2,11,False,Weekday
1363750471,GYH5123,NY,PAS,2015-07-14,40,SUBN,DODGE,P,30130,14580,14630,20170610.0,61.0,61,802,341169,T802,0,1203A,K,F,2064,COYLE ST,0,408,M5,BBBBBBB,ALL,ALL,WH,0.0,2015,-,0,12,False,Weekday
1363750501,GJT7327,NY,PAS,2015-07-14,40,SUBN,OLDSM,P,36030,14730,14780,20150801.0,61.0,61,802,341169,T802,0,1227A,,F,2334,E 27 ST,0,408,K6,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,12,False,Weekday
1363750513,GMG7445,NY,PAS,2015-07-14,40,SDN,ME/BE,P,0,40404,40404,20160217.0,61.0,61,802,341169,T802,0,1254A,K,F,2240,R 26 ST,0,408,E2,BBBBBBB,ALL,ALL,BK,0.0,1999,-,0,12,False,Weekday
1363750525,JRG4613,PA,PAS,2015-07-14,40,VAN,FORD,P,35980,14680,14730,0.0,61.0,61,802,341169,T802,0,1256A,K,F,2270,E 26 ST,0,408,E2,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,12,False,Weekday
1363750537,GBT9000,NY,PAS,2015-07-14,51,SDN,TOYOT,P,0,0,0,20150803.0,61.0,61,802,341169,T802,0,1257A,K,,,S/S E 26 ST,0,408,E2,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,12,False,Weekday
1363750550,GXS2727,NY,PAS,2015-07-14,40,SDN,ME/BE,P,0,0,0,20170327.0,61.0,61,802,341169,T802,0,0129A,K,,,E/S 23 ST,0,408,K6,BBBBBBB,ALL,ALL,BL,0.0,1999,-,3,1,False,Weekday
1363750598,XCMT72,NJ,PAS,2015-07-14,78,VAN,FORD,P,14580,35530,35580,0.0,61.0,61,802,341169,T802,0,0217A,K,F,1620,AVE T,0,408,K6,BBBBBBB,0900P,0500A,WH,0.0,0,-,0,2,False,Weekday
1363750616,GLL6542,NY,PAS,2015-07-14,40,SDN,NISSA,P,0,0,0,20160115.0,60.0,60,802,341169,T802,0,0237A,K,,,E/S BATCHELDEN ST,0,408,K6,BBBBBBB,ALL,ALL,GN,0.0,2003,-,1,2,False,Weekday
1363750859,T50DXR,NJ,PAS,2015-07-09,20,SDN,TOYOT,P,18630,78430,78530,0.0,90.0,90,301,359313,T301,0,0535P,K,F,353,BEDFORD AVE,0,408,C,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,5,False,Weekday
1363751037,XCHP72,NJ,PAS,2015-07-09,14,DELV,MERCU,P,0,0,0,0.0,84.0,84,301,362209,T301,0,0330P,K,,,W/S HENERY ST,0,408,E2,BBBBBBB,ALL,ALL,YW,0.0,0,-,0,3,False,Weekday
1363751050,GEN8707,NY,PAS,2015-07-09,37,P-U,NISSA,P,73220,48830,27530,20170331.0,84.0,84,301,362209,T301,0,0335P,K,F,100,REMSEN ST,0,408,C,YYYYYBB,0830A,0700P,WH,0.0,2012,-,0,3,False,Weekday
1363751128,XBFY58,NJ,PAS,2015-07-09,40,DELV,FORD,P,29830,56530,75530,0.0,84.0,84,301,362209,T301,0,0520P,K,F,82,COURT STREET,0,408,K2,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,5,False,Weekday
1363751244,GAD2161,NY,PAS,2015-07-09,71,SDN,INFIN,P,0,40404,40404,20160627.0,84.0,84,301,361813,T301,0,0615P,K,F,255,DUFFIELD ST3,0,408,C,BBBBBBB,ALL,ALL,BL,0.0,2008,-,0,6,False,Weekday
1363751475,GJY9989,NY,PAS,2015-07-09,37,SDN,DODGE,P,0,40404,40404,20151003.0,88.0,88,301,362184,T301,0,0405P,K,O,585A,FLATBUSH AVE EXTENTI,0,408,I4,YYYYYYB,0900A,1000P,BK,0.0,2014,-,0,4,False,Weekday
1363751633,GDP2232,NY,PAS,2015-07-09,20,SUBN,MITSU,P,65930,95030,19530,20161120.0,94.0,94,301,361334,T301,0,0211P,K,F,111A,N 3 ST,0,408,J2,YYYYYBB,0800A,0400P,RED,0.0,2004,-,0,2,False,Weekday
1363751670,JVN1039,PA,PAS,2015-07-09,16,SDN,TOYOT,P,66230,95030,19530,20160388.0,94.0,94,301,361334,T301,0,0237P,K,F,109,N 6 ST,0,408,J6,YYYYYBB,0200A,0400P,GY,0.0,0,-,0,2,False,Weekday
1363751700,GHJ1350,NY,PAS,2015-07-09,40,SUBN,LEXUS,P,0,0,0,20170606.0,94.0,94,301,361334,T301,0,0303P,K,F,,W/S WYTHE AVE,0,408,E2,BBBBBBB,ALL,ALL,BK,0.0,2013,-,0,3,False,Weekday
1363751748,GRB2585,NY,PAS,2015-07-09,20,SDN,VOLKS,P,0,40404,40404,20161105.0,94.0,94,301,361334,T301,0,0408P,K,F,610,METROPOLIATN AVE,0,408,D,YYYYYBB,0400P,0700P,BK,0.0,2013,-,0,4,False,Weekday
1363751761,GUV1753,NY,PAS,2015-07-09,20,SDN,TOYOT,P,60530,57030,55430,20161228.0,94.0,94,301,361334,T301,0,0418P,K,F,628,METROPOLITAN AVE,0,408,D,YYYYYBB,0400P,0700P,SIL,0.0,1994,-,0,4,False,Weekday
1363751785,M69CWV,NJ,PAS,2015-07-09,20,SDN,HONDA,P,60530,44930,51530,0.0,94.0,94,301,361334,T301,0,0430P,K,F,770,METROPOLITAN AVE,0,408,C,YYYYYBB,0400P,0700P,GY,0.0,0,-,0,4,False,Weekday
1363751803,GST4112,NY,PAS,2015-07-09,14,SDN,NISSA,P,60530,68430,68130,20161112.0,94.0,94,301,361334,T301,0,0440P,K,F,858,METROPOLITAN,0,408,C,YYYYYBB,0400P,0700P,WH,0.0,2004,-,0,4,False,Weekday
1363751815,GHT4185,NY,PAS,2015-07-09,71,SDN,ACURA,P,54060,18230,56990,20150831.0,94.0,94,301,361334,T301,0,0543P,K,F,131,KINGSLAND AVE,0,408,C,BBBBBBB,ALL,ALL,SIL,0.0,2002,-,0,5,False,Weekday
1363751839,T628277C,NY,OMT,2015-07-09,40,SDN,LINCO,P,94730,45930,19930,20151130.0,83.0,83,301,357082,T301,0,0302P,K,O,223,WYCKOFF AVE,0,408,K2,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,6,3,False,Weekday
1363751840,J36FLJ,NJ,PAS,2015-07-09,20,SDN,HONDA,P,63030,54100,19930,0.0,83.0,83,301,357082,T301,0,0320P,K,O,1449,MYRTLE AVE,0,408,E2,BBBBBBB,ALL,ALL,BROWN,0.0,0,-,0,3,False,Weekday
1363751852,GWK48,NY,PAS,2015-07-09,20,SDN,UNKNOWN,P,63030,54100,19930,20170517.0,83.0,83,301,357082,T301,0,0322P,K,O,1449,MYRTLE AVE,0,408,D,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0,3,False,Weekday
1363751864,GMU2970,NY,PAS,2015-07-09,20,SDN,NISSA,P,47330,63030,54100,20160417.0,83.0,83,301,357082,T301,0,0331P,K,F,251,HARMAN ST,0,408,D,YYYYYBB,0800A,0600P,RED,0.0,2004,-,0,3,False,Weekday
1363751876,KLU486,NC,PAS,2015-07-09,14,SDN,DODGE,P,0,0,0,20151188.0,81.0,81,301,357082,T301,0,0403P,K,,,N/W GROVE,0,408,D,YYYYYYB,0700A,0700P,GREY,0.0,0,-,0,4,False,Weekday
1363751888,ZWT10L,NJ,PAS,2015-07-09,14,SDN,UNKNOWN,P,0,0,0,0.0,81.0,81,301,357082,T301,0,0402P,K,,,N/W GROVE,0,408,C,YYYYYYB,0700A,0700P,,0.0,0,-,0,4,False,Weekday
1363751890,GNR8693,NY,PAS,2015-07-09,14,SDN,UNKNOWN,P,0,0,0,20160407.0,81.0,81,301,0,T301,0,0406P,K,,,N/W GROVE,0,408,C,YYYYYYB,0700A,0700P,BLACK,0.0,2011,-,0,4,False,Weekday
1363751906,GWV5700,NY,PAS,2015-07-09,20,SDN,LEXUS,P,54120,23230,23930,20170311.0,81.0,81,301,357082,T301,0,0425P,K,O,10,KOSSUTH PL,0,408,C,YYYYYBB,0800A,0600P,GREY,0.0,2015,-,0,4,False,Weekday
1363751931,XAKD86,NJ,PAS,2015-07-09,14,VAN,FORD,P,80630,81030,50130,0.0,83.0,83,301,357082,T301,0,0500P,K,F,179,ST NICHOLAS,0,408,C,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,5,False,Weekday
1363751943,VEF6423,VA,PAS,2015-07-09,19,SUBN,JEEP,P,94730,47630,31530,20180288.0,83.0,83,301,357082,T301,0,0537P,K,O,115,WYCKOFF AVE,0,408,C,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,5,False,Weekday
1363751967,GSH2249,NY,PAS,2015-07-09,14,SDN,HONDA,P,31530,85330,83330,20160702.0,79.0,79,301,357082,T301,0,0627P,K,F,843,DEKALB AVE,0,408,D,YYYYYBB,0400P,0700P,BROWN,0.0,2014,-,0,6,False,Weekday
1363752431,GPK1812,NY,PAS,2015-07-10,38,SUBN,HONDA,P,27430,41330,69230,20160716.0,84.0,84,301,338858,0301,0,1108A,,O,24-30,CLINTON AVE,0,408,D1,YYYYYYB,0800A,0700P,BLK,0.0,2004,-,0,11,False,Weekday
1363752443,GJS6308,NY,PAS,2015-07-10,37,SDN,NISSA,P,0,0,0,20151001.0,84.0,84,301,338858,T301,0,1122A,,F,,E/S CLINTON,0,408,I4,YYYYYYB,0800A,0700P,BLUE,0.0,2010,-,0,11,False,Weekday
1363752480,VGZ7005,VA,PAS,2015-07-10,37,SDN,NISSA,P,75530,27530,29830,0.0,84.0,84,301,338858,T301,0,0443P,,F,30,SCHERMERHORN ST,0,408,I4,YYYYYYB,0800A,0700P,BLK,0.0,0,-,0,4,False,Weekday
1364271886,GWC6962,NY,PAS,2015-06-14,67,SDN,BMW,P,0,0,0,20170430.0,79.0,79,79,942321,0079,0,0345A,K,F,,N/E C/O HALSEY ST,0,408,C3,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,3,True,Weekend
1364281983,J54THY,FL,PAS,2015-06-30,80,SDN,FORD,P,61730,67030,58730,0.0,79.0,79,79,956202,0079,0,0128A,K,F,222,MONROE ST,0,408,N8,BBBBBBB,ALL,ALL,MAROO,0.0,0,-,0,1,False,Weekday
1364282902,GTT2705,NY,PAS,2015-06-09,67,SUBN,DODGE,P,49130,79830,54070,20170115.0,79.0,79,79,928758,0079,0,0445A,K,F,325,HERKIMER ST,0,408,D1,BBBBBBB,ALL,ALL,GY,0.0,2006,-,0,4,False,Weekday
1364282926,GNL4587,PA,PAS,2015-06-09,61,SDN,HONDA,P,0,40404,40404,0.0,79.0,79,79,928758,0079,0,0456A,K,O,10,STANDREWS PL,0,408,F7,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,4,False,Weekday
1364282938,YD6J1J,MO,PAS,2015-06-18,40,SDN,CHEVR,P,85730,53030,47030,0.0,79.0,79,79,928758,0079,0,0748A,K,O,396,TOMPKINS AV,0,408,F1,BBBBBBB,ALL,ALL,GY,0.0,0,-,10,7,False,Weekday
1364282951,GML6869,NY,PAS,2015-06-24,51,SUBN,CHRYS,P,89330,93230,31530,20160101.0,79.0,79,79,928758,0079,0,0129P,K,O,196,WALWORTH ST,0,408,F1,BBBBBBB,ALL,ALL,BK,0.0,2014,-,0,1,False,Weekday
1364282975,GMU1383,NY,PAS,2015-07-05,98,SUBN,FORD,P,47630,85730,85330,20161027.0,79.0,79,79,928758,0079,0,1130A,K,F,150,HART ST,0,408,K2,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,11,True,Weekend
1364283190,GMF2021,NY,PAS,2015-06-10,40,SDN,SUBAR,P,41930,72930,53030,20150618.0,79.0,79,79,938894,0079,0,0630P,K,F,458,FRANKLIN AVE,0,408,D,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,6,False,Weekday
1364283207,T66057C,NY,OMT,2015-07-12,19,SUBN,TOYOT,P,41930,45930,55730,20160131.0,79.0,79,79,938894,0079,0,1012P,K,F,336,FRANKLIN AVE,0,408,E2,BBBBBBB,ALL,ALL,BLUE,0.0,2011,-,0,10,True,Weekend
1364284662,GXB3571,NY,PAS,2015-06-09,71,SDN,TOYOT,P,85330,55730,73050,20170604.0,79.0,79,79,956283,0079,0,0000A,,,,,0,0,,,,,,,0,,0,0,False,Weekday
1364284674,GVA8798,NY,PAS,2015-06-14,74,SDN,VOLVO,P,85330,88130,93230,20170202.0,79.0,79,79,956283,0079,0,0330A,K,O,259,THROOP AVE,0,408,F1,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,3,True,Weekend
1364286312,GVW6886,NY,PAS,2015-06-09,21,SDN,NISSA,P,59530,85730,85330,20170412.0,79.0,79,79,950671,0079,0,0935A,K,F,80,MACDONOUGH,0,408,F7,BYBBYBB,0900A,1030A,BK,0.0,2012,-,0,9,False,Weekday
1364288849,GPY1592,NY,PAS,2015-07-04,71,SUBN,HONDA,P,49130,23330,79830,20160519.0,79.0,79,79,955940,0079,0,0222A,K,O,304,HERKIMER STREET,0,408,F2,BBBBBBB,ALL,ALL,BLACK,0.0,2011,-,0,2,True,Weekend
1364291873,GJM7261,NY,PAS,2015-06-19,40,SDN,CHEVR,P,79530,31530,54110,20150930.0,79.0,79,79,926241,0079,0,0352A,K,F,7,SPENCER CT,0,408,K6,BBBBBBB,ALL,ALL,RED,0.0,2015,-,4,3,False,Weekday
1364293225,GFW7711,NY,PAS,2015-06-12,74,SUBN,JEEP,P,27330,67030,58730,20160501.0,79.0,79,79,956172,0079,0,0235A,K,F,301,CLIFTON PL,0,408,F1,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,2,False,Weekday
1364293237,XBVR14,NJ,PAS,2015-06-29,78,DELV,FORD,P,55730,67030,58730,0.0,79.0,79,79,956172,0079,0,1120P,K,O,340,LEXINGTON AVE,0,408,N8,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,11,False,Weekday
1364293249,Z68WMK,TX,PAS,2015-07-01,91,SDN,ME/BE,P,61730,67030,58730,0.0,79.0,79,29,956172,0029,0,0312A,K,F,222,MONROE ST,0,408,F1,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,3,False,Weekday
1364293250,GPW7711,NY,PAS,2015-07-01,74,SUBN,JEEP,P,0,40404,40404,20160501.0,79.0,79,79,956260,0079,0,0347A,K,F,251,CLISTON PLACE,0,408,N1,BBBBBBB,ALL,ALL,WH,0.0,2016,-,0,3,False,Weekday
1364293262,GNL4587,PA,PAS,2015-07-02,40,SDN,TOYOT,P,79830,49130,13430,0.0,79.0,79,79,956172,0079,0,0422P,K,O,10,ST ANDREWS PL,0,408,F2,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,4,False,Weekday
1364293274,XZ723G,NJ,PAS,2015-07-08,78,TRUC,FORD,P,55730,67030,58730,0.0,79.0,79,79,956172,0079,0,0244A,K,F,336,LEXINGTON AVE,0,408,E2,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,2,False,Weekday
1364293468,GVD6981,NY,PAS,2015-06-12,71,SDN,ACURA,P,27330,67030,58730,20170311.0,79.0,79,79,956260,0079,0,0233A,K,F,311,CLIFTON PL,0,408,J2,BBBBBBB,ALL,ALL,RED,0.0,2009,-,0,2,False,Weekday
1364293470,GPW7711,NY,PAS,2015-06-10,74,SUBN,JEEP,P,27330,67030,58730,20160501.0,79.0,79,79,956260,0079,0,0247A,K,F,301,CLIFTON PLACE,0,408,E2,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,2,False,Weekday
1364294679,GYD5410,NY,PAS,2015-06-26,71,FOUR,MAZDA,P,72830,85730,85330,20170526.0,79.0,79,79,955829,0079,0,0253A,K,O,166,PULASKI ST,0,408,F1,BBBBBBB,ALL,ALL,BLK,0.0,2003,-,0,2,False,Weekday
1364294680,GMT9628,NY,PAS,2015-06-26,40,FOUR,NISSA,P,72830,85730,85330,20160311.0,79.0,79,79,955829,0079,0,0258A,K,O,156,PULASKI ST,0,408,J6,BBBBBBB,ALL,ALL,GREY,0.0,1998,-,5,2,False,Weekday
1364296007,GUU9840,NY,PAS,2015-07-01,20,SDN,UNKNOWN,P,79830,49130,13430,20161214.0,79.0,79,79,950347,0079,0,0807P,K,F,28,ST ANDREWS PL,0,408,J2,BBBBBBB,ALL,ALL,SILVE,0.0,2003,-,0,8,False,Weekday
1364296482,GRG9734,NY,PAS,2015-07-05,70,,ACURA,P,0,40404,40404,0.0,79.0,79,79,956241,0079,0,1030A,K,F,188,MARCUS GARVERY BLVD,0,408,E2,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,10,True,Weekend
1364297220,GJV9526,NY,PAS,2015-06-14,46,SUBN,HONDA,P,0,40404,40404,20151009.0,79.0,79,79,952679,0079,0,0840P,K,O,317,HANCOCK,0,408,E2,BBBBBBB,ALL,ALL,GRAY,0.0,2011,-,0,8,True,Weekend
1364298752,GTY50077,NY,PAS,2015-07-01,40,SDN,SUBAR,P,0,0,0,20150902.0,79.0,79,79,942151,0079,0,0939A,K,F,51,MODEN ST,0,408,D,BBBBBBB,ALL,ALL,GREEN,0.0,1996,-,0,9,False,Weekday
1364299021,GPH8279,NY,PAS,2015-06-22,40,SUBN,CADIL,P,47030,58730,85730,20160420.0,79.0,79,79,953039,0079,0,0236A,K,F,255,HANCOCK ST,0,408,D,BBBBBBB,ALL,ALL,TAN,0.0,2002,-,0,2,False,Weekday
1364465693,OL2819J,NJ,PAS,2015-06-23,40,SUBN,CHEVR,P,17090,59990,54690,0.0,107.0,107,107,951783,0107,0,0256A,Q,F,138-52,84 DR,0,408,K6,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,1,2,False,Weekday
1364465700,GWC9886,NY,PAS,2015-06-28,67,SUBN,JEEP,P,17690,22940,23140,20170309.0,107.0,107,107,951783,0107,0,0417P,Q,F,144-03,87 RD,0,408,K6,BBBBBBB,ALL,ALL,GRAY,0.0,2003,-,0,4,True,Weekend
1364465711,T655236C,NY,OMT,2015-06-28,20,S,CHEVR,P,0,40404,40404,20150630.0,107.0,107,107,951783,0107,0,0534P,Q,F,64-30B,168 LN,0,408,F7,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,5,True,Weekend
1364465723,ZDD61D,NJ,PAS,2015-06-28,46,SUBN,HONDA,P,49690,23140,23140,0.0,107.0,107,107,951783,0107,0,0816P,Q,F,148-05,HILLSIDE AVE,0,408,D,BBBBBBB,ALL,ALL,GOLD,0.0,0,-,0,8,True,Weekend
1364466041,GBM5206,NY,PAS,2015-06-29,67,SDN,HONDA,P,0,0,0,20160813.0,107.0,107,107,951107,0107,0,1122P,Q,,,C/O 65 AVE,0,408,F1,BBBBBBB,ALL,ALL,BLUE,0.0,2014,-,0,11,False,Weekday
1321377721,GUR5999,NY,PAS,2015-05-03,68,VAN,DODGE,P,10210,19210,19250,20170201.0,23.0,23,805,953174,0805,0,1255A,NY,,,S/O 2065 3RD AVE,0,408,J6,BBBBBBB,0  :,0  :,BLUE,0.0,2001,-,0,12,True,Weekend
1321378348,GYK1572,NY,PAS,2015-07-05,24,SDN,BMW,P,19070,10010,20490,20170518.0,23.0,23,805,955881,0805,0,0820P,NY,F,430,E 105TH ST,0,408,A1,BBBBBBB,0  :,0  :,GRAY,0.0,2001,-,0,8,True,Weekend
1321390993,GNK3755,NY,PAS,2015-06-16,24,SUBN,HYUND,X,0,0,0,20160305.0,23.0,23,805,956140,0805,0,0854P,NY,F,,R/O 430,0,408,F1,BBBBBBB,ALL,ALL,BLACK,0.0,2005,-,0,8,False,Weekday
1321391742,JVM6985,PA,PAS,2015-06-19,14,SDN,ME/BE,X,19070,10010,20490,0.0,23.0,23,805,953877,0805,0,0247A,NY,F,430,E 105 ST,20150619,408,D5,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,2,False,Weekday
1321393106,GBN4460,NY,PAS,2015-06-15,71,VAN,DODGE,X,19250,24890,10210,20161118.0,23.0,23,805,955976,0805,0,0848P,NY,F,185,E 115 ST,0,408,C,BBBBBBB,ALL,ALL,BLUE,0.0,2005,-,0,8,False,Weekday
1321393120,GCM4865,NY,PAS,2015-07-03,20,SUBN,DODGE,P,19220,16400,10110,20161019.0,23.0,23,805,955976,0805,0,1226A,NY,F,232,E 113 STREET,0,408,D5,BBBBBBB,0  :,0  :,BLACK,0.0,2013,-,0,12,False,Weekday
1321393131,GMZ8085,99,PAS,2015-07-04,71,SUBN,CHRYS,P,10410,19590,19620,20160126.0,25.0,25,805,955976,0805,0,1012P,NY,F,2199,5TH AVE,0,408,D5,BBBBBBB,0  :,0  :,BLUE,0.0,2005,-,0,10,True,Weekend
1321393143,GSV7261,NY,PAS,2015-07-03,71,SUBN,JEEP,P,19250,10110,10010,20160410.0,23.0,23,805,955976,0805,0,0254A,NY,F,310,E 115 STREET,0,408,D,BBBBBBB,0  :,0  :,BLUE,0.0,2002,-,0,2,False,Weekday
1321393155,GMZ9224,NY,PAS,2015-07-03,71,SUBN,CHEVR,P,19220,16400,10110,20160320.0,23.0,23,805,955976,0805,0,1232A,NY,F,250,E 113 STREET,0,408,J6,BBBBBBB,0  :,0  :,BLACK,0.0,2001,-,0,12,False,Weekday
1321393179,GXX3398,NY,PAS,2015-06-24,40,SDN,HONDA,P,27790,19210,19250,20170429.0,23.0,23,805,955976,0805,0,0100A,NY,F,1581,PARK AVE,0,408,D,BBBBBBB,ALL,ALL,BLACK,0.0,2002,-,6,1,False,Weekday
1321393192,GLR8876,NY,PAS,2015-06-25,98,SDN,NISSA,P,19210,24890,10210,20151202.0,23.0,23,805,955976,0805,0,0745P,NY,O,165,E 112 STREET,0,408,J6,BBBBBBB,ALL,ALL,BURGU,0.0,1998,-,0,7,False,Weekday
1321393234,GHE8306,NY,PAS,2015-06-16,71,SDN,HONDA,X,19210,25390,27790,20150905.0,23.0,23,805,955976,0805,0,0840P,NY,F,65,E 112 ST,0,408,D,BBBBBBB,ALL,ALL,BLACK,0.0,2010,-,0,8,False,Weekday
1321417354,GNT5825,NY,PAS,2015-07-03,71,SDN,MAZDA,P,25390,19210,19250,20150701.0,23.0,23,805,955939,0805,0,0155A,NY,F,1694,MADISON AVE,20150703,408,J6,BBBBBBB,0  :,0  :,BLACK,0.0,2015,-,0,1,False,Weekday
1321417391,GWH8079,NY,PAS,2015-07-05,70,SUBN,JEEP,P,19250,10110,10010,20160410.0,23.0,23,805,955939,0805,0,0956P,NY,F,320,E 115,0,408,J6,BBBBBBB,0  :,0  :,BLUE,0.0,2002,-,0,9,True,Weekend
